UniqueID,IDnotebook,CollectionDate,SeasonDay,Location,CollectorName,InfectionDate,Dose,DoseBacteriaNumber,BacterialSpecies,Treatment,Death_date,Days_post_infection,Status,PronotumLength,PronotumMeasured,ElytralLength,ElytralMeasured,Mass,MassMeasured,Notes,PhysiologicalCondition,ELBins,MassBins,SeasonDayBins
A715,VS22,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,26-Jul,11,1,2.49,Y,10.82,Y,0.0481,Y,,0.004445471,4,3,2
A848,EVB114,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,27-Jul,7,1,2.49,Y,6.99,Y,0.0202,Y,,0.002889843,1,1,2
A847,EVB109,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,3-Aug,14,1,2.47,Y,8.76,Y,0.0276,Y,,0.003150685,2,2,2
A852,EVB103,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,23-Jul,3,1,1.85,Y,9.37,Y,0.0289,Y,,0.003084312,3,2,2
A851,AZ140,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,25-Jul,5,1,1.93,Y,9.75,Y,0.0326,Y,,0.00334359,3,2,2
A849,EVB118,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,24-Jul,4,1,2.95,Y,9.08,Y,0.0334,Y,,0.003678414,3,2,2
A853,C21,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,30-Jul,10,1,2.96,Y,9.32,Y,0.0406,Y,,0.004356223,3,3,2
A977,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,30-Jul,9,1,2.75,Y,8.81,Y,0.0226,Y,,0.002565267,2,1,3
A973,EVB138,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,26-Jul,5,1,2.88,Y,8.38,Y,0.0284,Y,,0.003389021,2,2,3
A978,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,26-Jul,5,1,2.98,Y,9.04,Y,0.0301,Y,,0.003329646,3,2,3
A976,EVB129,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,30-Jul,9,1,2.72,Y,9.55,Y,0.0441,Y,,0.004617801,3,3,3
A972,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,3-Aug,13,1,3,Y,10.48,Y,0.0497,Y,,0.004742366,4,3,3
A380,DP41,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,19-Jul,9,1,2.56,Y,6.78,Y,0.0224,Y,,0.003303835,1,1,1
A382,DP44,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,20-Jul,9,1,2.42,Y,8.56,Y,0.0228,Y,,0.002663551,2,1,1
A378,DP33,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,19-Jul,8,1,2.59,Y,7.11,Y,0.0278,Y,,0.003909986,1,2,1
A381,DP32,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,22-Jul,11,1,2.37,Y,9.89,Y,0.0331,Y,,0.003346815,3,2,1
A379,MJT54,10-Jul,13,"USA: Union Co, Bucknell Farm",Maddy Tuffy ,11-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,22-Jul,11,1,3.49,Y,9,Y,0.0439,Y,,0.004877778,3,3,1
A484,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,22-Jul,11,1,2.25,Y,8.03,Y,0.0195,Y,,0.002428394,2,1,1
A480,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,18-Jul,5,1,2.23,Y,7.98,Y,0.0249,Y,,0.003120301,2,1,1
A475,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,20-Jul,7,1,2.73,Y,9.33,Y,0.0351,Y,,0.003762058,3,2,1
A479,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,6-Aug,24,1,3.6,Y,11.36,Y,0.0605,Y,,0.005325704,4,4,1
A721,VS124,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,28-Jul,13,1,3.18,Y,8.18,Y,0.0266,Y,,0.003251834,2,1,2
A717,DS08,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,17-Jul,2,1,2.81,Y,9.08,Y,0.0299,Y,,0.003292952,3,2,2
A725,,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,27-Jul,12,1,2.26,Y,10.16,Y,0.0426,Y,,0.004192913,3,3,2
A713,B78,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,26-Jul,11,1,2.76,Y,8.72,Y,0.0297,Y,,0.003405963,2,2,2
A971,MT156,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,28-Jul,7,1,2.61,Y,7.57,Y,0.0206,Y,,0.002721268,2,1,3
A975,EVB125,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,0.1,0.1,06_Psneeb,06_Ps_0.1,23-Jul,2,1,2.94,Y,9.54,Y,0.0266,Y,,0.00278826,3,1,3
A385,B26,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,1,1,06_Psneeb,06_Ps_1.0,13-Jul,2,1,2.61,Y,10.49,Y,0.017,Y,,0.001620591,4,1,1
A384,B_,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,1,1,06_Psneeb,06_Ps_1.0,14-Jul,3,1,2.73,Y,8.77,Y,0.0235,Y,,0.00267959,2,1,1
A387,B28,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,1,1,06_Psneeb,06_Ps_1.0,22-Jul,11,1,3.32,Y,8.96,Y,0.033,Y,,0.003683036,3,2,1
A386,B36,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,1,1,06_Psneeb,06_Ps_1.0,20-Jul,9,1,3.01,Y,9.21,Y,0.0351,Y,,0.003811075,3,2,1
A383,DP42,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,7,1,2.73,Y,9.83,Y,0.0363,Y,,0.003692777,3,2,1
A490,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,16-Jul,3,1,2.03,Y,8.71,Y,0.0202,Y,,0.002319173,2,1,1
A489,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,17-Jul,4,1,2.73,Y,8.19,Y,0.0207,Y,,0.002527473,2,1,1
A492,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,19-Jul,6,1,2.18,Y,8.87,Y,0.0231,Y,,0.002604284,2,1,1
A493,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,24-Jul,11,1,2.56,Y,8.78,Y,0.0233,Y,,0.002653759,2,1,1
A485,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,5,1,2.17,Y,8.04,Y,0.0246,Y,,0.003059701,2,1,1
A488,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,5,1,2.64,Y,9.28,Y,0.0271,Y,,0.002920259,3,2,1
A487,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,19-Jul,6,1,2.23,Y,8.17,Y,0.0322,Y,,0.003941248,2,2,1
A491,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,5,1,3.72,Y,9.61,Y,0.0352,Y,,0.003662851,3,2,1
A494,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,16-Jul,3,1,2.81,Y,9.4,Y,0.0372,Y,,0.003957447,3,2,1
A486,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,1,1,06_Psneeb,06_Ps_1.0,26-Jul,13,1,3.48,Y,10.05,Y,0.0545,Y,,0.005422886,3,4,1
A733,DS03,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,3,1,2.4,Y,8.98,Y,0.0257,Y,,0.002861915,3,1,2
A739,VS122,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,24-Jul,9,1,2.84,Y,8.66,Y,0.0261,Y,,0.003013857,2,1,2
A740,B74,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,29-Jul,14,1,2.67,Y,7.55,Y,0.0282,Y,,0.003735099,2,2,2
A728,VS129,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,17-Jul,2,1,2.73,Y,8.49,Y,0.0319,Y,,0.003757362,2,2,2
A736,MJT105,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,18-Jul,3,1,2.45,Y,9.23,Y,0.0355,Y,,0.003846154,3,2,2
A729,DS07,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,27-Jul,12,1,2.44,Y,8.8,Y,0.0358,Y,,0.004068182,2,2,2
A727,B75,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,24-Jul,9,1,2.46,Y,9.71,Y,0.0376,Y,,0.003872297,3,2,2
A734,MJT86,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,22-Jul,7,1,2.25,Y,10.12,Y,0.0381,Y,,0.003764822,3,2,2
A735,EVB53,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,1-Aug,17,1,2.16,Y,9.19,Y,0.0421,Y,,0.004581066,3,3,2
A732,C1,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,27-Jul,12,1,3.6,Y,10.06,Y,0.0434,Y,,0.004314115,3,3,2
A730,VS126,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,1,1,06_Psneeb,06_Ps_1.0,17-Jul,2,1,2.48,Y,9.9,Y,0.0522,Y,,0.005272727,3,4,2
A854,C16,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,1,1,06_Psneeb,06_Ps_1.0,30-Jul,10,1,2.15,Y,8.03,Y,0.022,Y,,0.002739726,2,1,2
A858,DP,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Deeshani Patel,20-Jul,1,1,06_Psneeb,06_Ps_1.0,23-Jul,3,1,2.55,Y,10.33,Y,0.0237,Y,,0.002294288,3,1,2
A855,C17,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,1,1,06_Psneeb,06_Ps_1.0,3-Aug,14,1,2.64,Y,9.24,Y,0.0315,Y,,0.003409091,3,2,2
A859,EVB113,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,1,1,06_Psneeb,06_Ps_1.0,21-Jul,1,1,2.78,Y,9.03,Y,0.0345,Y,,0.003820598,3,2,2
A860,EVB106,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,1,1,06_Psneeb,06_Ps_1.0,23-Jul,3,1,2.56,Y,10.38,Y,0.0378,Y,,0.003641618,3,2,2
A857,C34,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,1,1,06_Psneeb,06_Ps_1.0,24-Jul,4,1,3.1,Y,10.1,Y,0.0476,Y,,0.004712871,3,3,2
A985,MT136,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,28-Jul,7,1,2.37,Y,6.41,Y,0.01772,Y,,0.002764431,1,1,3
A983,MT153,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,26-Jul,5,1,2.45,Y,6.96,Y,0.0203,Y,,0.002916667,1,1,3
A986,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,06_Psneeb,06_Ps_1.0,29-Jul,8,1,2.56,Y,7.47,Y,0.0215,Y,,0.002878179,2,1,3
A979,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,1,1,06_Psneeb,06_Ps_1.0,29-Jul,8,1,3.2,Y,9.98,Y,0.0331,Y,,0.003316633,3,2,3
A980,EVB142,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,28-Jul,7,1,2.89,Y,10.6,Y,0.0347,Y,,0.003273585,4,2,3
A984,MT138,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,28-Jul,7,1,2.89,Y,9.89,Y,0.0384,Y,,0.00388271,3,2,3
A981,EVB134,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,22-Jul,1,1,2.87,Y,9.69,Y,0.0433,Y,,0.004468524,3,3,3
A982,EVB126,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,1,1,06_Psneeb,06_Ps_1.0,31-Jul,10,1,3.18,Y,10.87,Y,0.0522,Y,,0.004802208,4,4,3
A390,DP35,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,06_Psneeb,06_Ps_5.0,13-Jul,2,1,2.61,Y,7.66,Y,0.0266,Y,,0.003472585,2,1,1
A391,B36,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,12,1,3.33,Y,8.79,Y,0.0304,Y,,0.003458476,2,2,1
A389,B41,10-Jul,13,"USA: Union Co, Bucknell Farm",Zhengkai Zhu ,11-Jul,5,5,06_Psneeb,06_Ps_5.0,14-Jul,4,1,2.32,Y,9.79,Y,0.0361,Y,,0.003687436,3,2,1
A388,DP38,10-Jul,13,"USA: Union Co, Bucknell Farm",Deeshani Patel ,11-Jul,5,5,06_Psneeb,06_Ps_5.0,27-Jul,16,1,2.65,Y,9.24,Y,0.0441,Y,,0.004772727,3,3,1
A502,MJT71,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,20-Jul,7,1,2.44,Y,7.75,Y,0.0185,Y,,0.002387097,2,1,1
A504,AZ79,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,19-Jul,6,1,2.87,Y,8.85,Y,0.0235,Y,,0.002655367,2,1,1
A503,VS113,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Victor Sustinov ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,15-Jul,2,1,3.35,Y,9.03,Y,0.0286,Y,,0.00316722,3,2,1
A498,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,24-Jul,13,1,3.26,Y,8.73,Y,0.0295,Y,,0.003379152,2,2,1
A495,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,10,1,2.59,Y,8.62,Y,0.0321,Y,,0.003723898,2,2,1
A497,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,19-Jul,6,1,2.93,Y,9.39,Y,0.0344,Y,,0.003663472,3,2,1
A501,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,24-Jul,11,1,2.82,Y,8.43,Y,0.0345,Y,,0.004092527,2,2,1
A500,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,28-Jul,15,1,3.18,Y,9.46,Y,0.0373,Y,,0.003942918,3,2,1
A496,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,22-Jul,9,1,3.55,Y,10.67,Y,0.0424,Y,,0.003973758,4,3,1
A499,SEL,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Sarah Lower ,13-Jul,5,5,06_Psneeb,06_Ps_5.0,28-Jul,15,1,3.77,Y,9.52,Y,0.0455,Y,,0.004779412,3,3,1
A744,B86,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,27-Jul,12,1,2.44,Y,8.17,Y,0.0199,Y,,0.002435741,2,1,2
A745,B84,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Zhengkai Zhu ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,27-Jul,12,1,2.92,Y,7.76,Y,0.0201,Y,,0.002590206,2,1,2
A750,MJT99,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,8,1,2.78,Y,8.19,Y,0.0227,Y,,0.002771673,2,1,2
A743,VS132,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,18-Jul,3,1,2.25,Y,7.94,Y,0.027,Y,,0.003400504,2,1,2
A748,VS133,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,25-Jul,10,1,2.32,Y,8.76,Y,0.0276,Y,,0.003150685,2,2,2
A746,VS121,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,18-Jul,3,1,2.74,Y,9.36,Y,0.0277,Y,,0.002959402,3,2,2
A742,VS134 ,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Victor Sustinov ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,24-Jul,9,1,2.28,Y,8.84,Y,0.0296,Y,,0.003348416,2,2,2
A747,DS04,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Devin ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,18-Jul,3,1,3.36,Y,9.76,Y,0.0318,Y,,0.003258197,3,2,2
A741,MJT96,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,19-Jul,4,1,3.17,Y,8.66,Y,0.0404,Y,,0.004665127,2,3,2
A749,EVB67,14-Jul,17,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,15-Jul,5,5,06_Psneeb,06_Ps_5.0,29-Jul,14,1,3.86,Y,10.33,Y,0.0542,Y,,0.005246854,3,4,2
A867,AZ139,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,3,1,2.12,Y,8.44,Y,0.0201,Y,,0.002381517,2,1,2
A862,EVB124,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Emily Van Beek ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,3,1,1.98,Y,9.18,Y,0.0257,Y,,0.002799564,3,1,2
A861,C18,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,4-Aug,15,1,3.28,Y,8.92,Y,0.0368,Y,,0.004125561,2,2,2
A866,C32,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,23-Jul,3,1,3.01,Y,10.1,Y,0.0371,Y,,0.003673267,3,2,2
A865,C29,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,1-Aug,12,1,2.87,Y,9.71,Y,0.0382,Y,,0.003934089,3,2,2
A863,MT127,19-Jul,22,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,20-Jul,5,5,06_Psneeb,06_Ps_5.0,21-Jul,1,1,2.23,Y,10.3,Y,0.056,Y,,0.005436893,3,4,2
A993,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,5,5,06_Psneeb,06_Ps_5.0,26-Jul,5,1,2.51,Y,7.53,Y,0.0189,Y,,0.00250996,2,1,3
A994,DP,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Deeshani Patel,21-Jul,5,5,06_Psneeb,06_Ps_5.0,25-Jul,4,1,2.29,Y,8.51,Y,0.0229,Y,,0.002690952,2,1,3
A988,EVB144,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,24-Jul,3,1,2.51,Y,8.58,Y,0.0246,Y,,0.002867133,2,1,3
A990,EVB139,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,27-Jul,6,1,2.09,Y,8.63,Y,0.0253,Y,,0.002931634,2,1,3
A992,MT,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,25-Jul,4,1,2.15,Y,8.56,Y,0.0333,Y,,0.003890187,2,2,3
A989,EVB128,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,31-Jul,10,1,2.65,Y,9.02,Y,0.0335,Y,,0.003713969,3,2,3
A987,MT152,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Maddy Tuffy ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,24-Jul,3,1,2.21,Y,9.3,Y,0.0383,Y,,0.00411828,3,2,3
A991,EVB132,20-Jul,23,"USA: Union Co, Bucknell Ropes Course",Emily Van Beek ,21-Jul,5,5,06_Psneeb,06_Ps_5.0,5-Aug,15,1,2.73,Y,8.17,Y,0.0412,Y,,0.00504284,2,3,3
A523,MJT80,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,17-Jul,4,1,1.92,Y,7.17,Y,0.0166,Y,,0.002315202,1,1,1
A518,B60,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,18-Jul,5,1,2.13,Y,7.11,Y,0.0201,Y,,0.002827004,1,1,1
A519,B59,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,24-Jul,11,1,2.64,Y,8.56,Y,0.024,Y,,0.002803738,2,1,1
A521,MJT77,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,18-Jul,5,1,2.62,Y,9.2,Y,0.0321,Y,,0.00348913,3,2,1
A515,AZ87,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,19-Jul,6,1,2.21,Y,7.75,Y,0.0336,Y,,0.004335484,2,2,1
A517,B56,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,27-Jul,14,1,2.55,Y,9.02,Y,0.0357,Y,,0.003957871,3,2,1
A522,MJT69,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,28-Jul,15,1,2.72,Y,9.23,Y,0.0383,Y,,0.004149512,3,2,1
A516,AZ85,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Anqi Zang ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,28-Jul,15,1,2.14,Y,9.19,Y,0.0384,Y,,0.004178455,3,2,1
A524,MJT78,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Maddy Tuffy ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,20-Jul,7,1,3.03,Y,9.79,Y,0.0407,Y,,0.004157303,3,3,1
A520,B58,12-Jul,15,"USA: Montour Co, Bucknell Natural Area",Zhengkai Zhu ,13-Jul,0.1,0.1,07_Efaec,07_Ef_0.1,2-Aug,20,1,2.38,Y,9.36,Y,0.0522,Y,,0.005576923,3,4,1
